Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,head_yaw_joint,head_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint
31,0.12439322,-0.130656349,108.283782,0.498247223,-1.672692,-0.218858434,0.0260076061,-2.08982338,1.78495745,-2.64778631e-15,0,-8.19159016,12.2405365,-57.053762,76.6540519,7.61978721,-26.0735761,9.60026289,-4.57001938,-7.53220284,48.9849146,76.4385253,-0.717547284,-11.8990288,-16.6140219,-2.1664534,-0.507178845,-3.06286771,10.4738014,-6.32086282,-0.0721765633,-1.41486355,1.53869392,-4.11716375,10.0338211,-7.140001,-2.26305618
32,0.12480971,-0.134789047,108.285451,0.494557427,-1.67238177,-0.216765589,-0.00788904608,-2.09779741,1.81273455,-4.19908989e-15,0,-8.20710835,12.248124,-57.0330802,76.6479184,8.04112963,-26.1709473,9.65408563,-4.58153764,-7.51304502,48.957266,76.4441739,-0.621552871,-11.6325695,-16.5987599,-2.16542439,-0.499990498,-3.06422329,10.4697101,-6.32150272,-0.0714316525,-1.41567303,1.54742909,-4.11844868,10.0349208,-7.14412729,-2.29476875
33,0.12634602,-0.139231269,108.285701,0.506079613,-1.67170782,-0.220029172,-0.0067560105,-2.10770865,1.83057629,-2.32087018e-15,0,-8.21383609,12.2341213,-57.0063946,76.6447697,7.53138237,-26.1454912,9.63264908,-4.58985596,-7.518732,48.9556507,76.4423912,-0.629648939,-11.6662611,-16.5870717,-2.16746982,-0.511781112,-3.06309588,10.473576,-6.31147472,-0.064652563,-1.41362739,1.53487509,-4.11568672,10.0316832,-7.14410082,-2.28518898
34,0.12592301,-0.147218641,108.288288,0.517299314,-1.67191745,-0.220273083,-0.00789246785,-2.12378756,1.85592824,7.04261799e-16,0,-8.23039929,12.234654,-57.0081398,76.6280562,7.77355697,-26.2013143,9.64623348,-4.61018047,-7.50678686,48.9220325,76.4610239,-0.603008854,-11.578564,-16.5696957,-2.16995515,-0.520685277,-3.06240944,10.4770637,-6.29487651,-0.0649405782,-1.41458116,1.52608187,-4.11619771,10.033098,-7.14696523,-2.29346717
35,0.12739581,-0.146398122,108.29339,0.509116138,-1.6722062,-0.223194799,-0.024890455,-2.11371623,1.87601583,-7.41448283e-16,0,-8.22863796,12.2156934,-56.9406131,76.6243064,7.56469747,-26.1578162,9.62534334,-4.61237894,-7.50093851,48.8898759,76.4574449,-0.629923001,-11.6298177,-16.5640898,-2.16777761,-0.509199034,-3.0598748,10.4740857,-6.28574625,-0.0793475149,-1.41696725,1.53706609,-4.11072032,10.0363534,-7.13423291,-2.32296334
36,0.12766961,-0.153966585,108.296371,0.520673006,-1.67257686,-0.225056035,-0.0633965419,-2.16117324,1.90121795,-3.32516317e-16,0,-8.24602677,12.2347317,-56.9194156,76.6348796,7.86316649,-26.1976294,9.64050039,-4.62679533,-7.46764048,48.8948073,76.4436684,-0.533761781,-11.3803391,-16.5459181,-2.17096389,-0.519594475,-3.05763962,10.4785876,-6.27244916,-0.0815731227,-1.41747321,1.52901991,-4.11801369,10.0371491,-7.13556138,-2.33011775
37,0.12465008,-0.157431431,108.296716,0.520116331,-1.67378816,-0.22458267,-0.0625864374,-2.15404871,1.93815689,1.2169594e-15,0,-8.27112686,12.2143018,-56.9188487,76.6390323,7.53281415,-26.0429871,9.61147977,-4.66152471,-7.45801418,48.8642047,76.4709414,-0.653380592,-11.6924446,-16.5460803,-2.17112931,-0.515172674,-3.05689278,10.4759025,-6.26525611,-0.0713922321,-1.42134711,1.53198646,-4.11808241,10.0426064,-7.12899458,-2.30870276
38,0.12218301,-0.166499766,108.297825,0.52986573,-1.67480171,-0.232048832,-0.126332259,-2.20513319,1.97010553,1.15672481e-15,0,-8.30123433,12.2465275,-56.9029173,76.661087,8.14995845,-26.125197,9.64852074,-4.6928646,-7.41849044,48.933473,76.4448569,-0.536749135,-11.4199243,-16.5353877,-2.17325051,-0.521117554,-3.05055053,10.4797326,-6.24586649,-0.0941176856,-1.42354515,1.52605102,-4.11010433,10.0452386,-7.13380645,-2.32652294
39,0.12412556,-0.170412973,108.30282,0.53182772,-1.67447637,-0.234403896,-0.114994746,-2.19229436,1.98817565,-4.24407813e-15,0,-8.32076867,12.2130365,-56.9350226,76.6785586,7.52610605,-25.9785289,9.61580498,-4.69792236,-7.4336637,48.8776909,76.444973,-0.770708888,-12.0060655,-16.5576387,-2.17418133,-0.521219313,-3.03984954,10.4812745,-6.23553198,-0.0838356962,-1.4214073,1.52744214,-4.10265302,10.0395106,-7.12011149,-2.3346959
40,0.12286697,-0.172848661,108.304918,0.537805806,-1.6750324,-0.236532238,-0.112892088,-2.16770205,2.01014068,1.29870215e-16,0,-8.33840081,12.1699423,-56.9579788,76.6855323,7.97547871,-26.066891,9.64110059,-4.71211805,-7.45036522,48.8425632,76.4504713,-0.680739875,-11.7701226,-16.5618017,-2.17489231,-0.525747301,-3.03742525,10.480635,-6.22182977,-0.0892183388,-1.42426328,1.52266997,-4.10664697,10.0437693,-7.11954373,-2.33733086
